icd,Latin
G56,UBERON: MCXLVIII periphericis neuropathia
D35,Hydrastis otiosa Glandulae Adenoma
D35,Non est Functioning Adenoma Hydrastis
H47,Laesio opticus ATROPHIA (inordinatio)
Q12,"GLAUCOMA XXXIX, multiple illorum Generibus; CTRCT39"
Q12,"XLI Cataractam praeterfluit, congenita nuclei Type"
Q12,"GLAUCOMA XII, multiple illorum Generibus; CTRCT12"
Q12,"GLAUCOMA XX, multiple illorum Generibus; CTRCT20"
Q12,"GLAUCOMA XXVI, multiple illorum Generibus; CTRCT26"
Q12,"GLAUCOMA XV, multiple illorum Generibus; CTRCT15"
Q12,"GLAUCOMA XIV, multiple illorum Generibus; CTRCT14"
E03,Hypothyroidism syndrome-fissura palatum
H35,XVI AMAUROSIS Leber Congenita; LCA16
G60,"Charcot dens Mariae, morbo surditas,"
G60,GENUINUS Charcot-Marie morbum EXEMPLUM 4D
G60,GENUINUS Charcot-Marie morbum EXEMPLUM 4 ^
Q87,"Digital syndrome, faciei, oris, IV Typus"
D81,Congenita `Combinatae quaevis Deficientia immunalis
D64,dyshaematopoietic congenita anemia
Q84,"Onychodysplasia, congenita Isolated"
P78,Contra intestinorum cell Dysplasia
Q78,"Osteogenesis imperfecta, EXEMPLUM V; OI5"
Q80,Epidermolytic Ichthyosis superficialis
H35,XIII AMAUROSIS Leber Congenita; LCA13
H35,"Amauroseos, congenita est Leber, type III"
H35,"Amauroseos, congenita est Leber, type IV"
M34,PSS (progressive systemica duros nequeunt movere lumbos)
M34,Scleroderma (& [systemica duros nequeunt movere lumbos])
C54,Indistinctis orthotropicae endometrial SARCOMA
G11,"Ataxia, periodica Vestibulocerebellar"
H35,per familiam exudative Vitreorretinopatía
E70,"Linnaeus) diak, Higashi Steinbrink syndrome,"
E70,"© ChÃ diak, Higashi Steinbrink syndrome,"
D72,"Linnaeus) diak, Higashi Steinbrink syndrome,"
D72,"© ChÃ diak, Higashi Steinbrink syndrome,"
C96,SARCOMA follicular dendritic cellulam
E76,"MUCOPOLYSACCHARIDOSIS, TYPE II, MPS9"
H35,X AMAUROSIS Leber Congenita; LCA10
Q77,vertebrae thoracicae pelvis phalangeal dystrophy
H60,cholesteatoma auris externi (morbus)
E70,Histidine metabolismi perturbationes
C54,malignum corpus uteri
H35,"Amauroseos, congenita est Leber, type II"
H35,XII AMAUROSIS Leber Congenita; LCA12
Q92,Duplicando genomic Homo 4Q
Q98,"XLV, X0 / XLVI, XY mixta gonadal agenesis"
Q96,"XLV, X0 / XLVI, XY mixta gonadal agenesis"
C79,Tumor gradu III Oligodendroglial
C71,Tumor gradu III Oligodendroglial
H35,XIV AMAUROSIS Leber Congenita; LCA14
G60,Charcot dens Mariae morbo genus 4B2
G60,Charcot dens Mariae morbo genus 4B1
G60,"Dens Mariae, Charcot Morbus quoque pestifer Type 4B"
G60,"Dens Mariae, Charcot Morbus quoque pestifer Type 4E"
H35,"Amauroseos, congenita est Leber, type V"
H35,XI AMAUROSIS Leber Congenita; LCA11
H35,XVII AMAUROSIS Leber Congenita; LCA17
Q12,"GLAUCOMA XXXI, multiple illorum Generibus; CTRCT31"
Q12,"GLAUCOMA XI, multiple illorum Generibus; CTRCT11"
K83,"Cholangitis, Sclerosing PRIMARIUM, PSC"
E71,propionyl gairdneri-defectus
E77,Mucolipidosis alpha III / Beta: Atypical
C50,Quod haereditarium Pectus Cancri et Ovarian
C56,Quod haereditarium Pectus Cancri et Ovarian
N87,Dysplasia vaginalis cervicis uteri (inordinatio)
O99,et mater postpartum aegritudinis animi
G11,"I SPASTICUS ataxia, autosomal dominant"
G11,"VII SPASTICUS ataxia, autosomal dominant"
E72,Glutamyltransferase gamma-defectus
Q87,"OHDO alveolaris, SBBYS disjunctus erit; SBBYSS"
I11,hypertensive morbo cor malignum
A98,Puumala virum nephropathy (inordinatio)
E54,"Ascorbicis acidum (Vitaminum C) defectum,"
G91,Hydrocephalus obstructivus (inordinatio)
C58,In utero fetus choriocarcinoma
C71,Desmoplastic / nodular Medulloblastoma
G23,Steele-Tacitus-Olszewski syndrome
D45,erythremia (morphologic deprauationem)
A19,Disseminata tuberculosis (inordinatio)
G11,Pollice Retardation validis amplexae stirpibus et Aliquam
N50,Male autem inordinatio generatiua System
G24,Paroxysmal exercitium-effecerunt dystonia
C45,mesothelioma malignus non obuallata
M30,Allergic et Angiitis Granulomatosis
Q87,"Digital syndrome, faciei, oris, Typus III"
I42,"Cardiomyopathy, dilatetur, & 1CC; CMD1CC"
G60,Charcot dens Mariae musculare ATROPHIA
Q93,Homo 22q11.2 deletionem syndrome
D69,"PERTURBATIO BLEEDING, platelet-FORMA, XVI"
I42,"Cardiomyopathy, dilatetur, & 1DD; CMD1DD"
I42,"Cardiomyopathy, dilatetur, & 1II; CMD1II"
I42,"Cardiomyopathy, dilatetur, & 1HH; CMD1HH"
I42,"Cardiomyopathy, dilatetur, & 1EE; CMD1EE"
I42,"Cardiomyopathy, dilatetur, & 1BB; CMD1BB"
I42,"Cardiomyopathy, dilatetur, 1 ss; CMD1FF"
H90,Audiens damnum hereditarium nonsyndromic
M22,Chondromalacia patellae (inordinatio)
H90,"Et surditas, Autosomal Recessive type II"
C91,B-Zell Longos Lymphogenous Leukemia
C64,Carcinoma in Chromophobe Renibus
C75,Carotid corpore malignus id #
L50,allergic forma URTICARIA (morbus)
C75,Neoplasma malignum glandulae parathyroideae
C75,glandulae parathyroideae maligna tumore
C02,et lingua basi malignum
C02,malignum tonsilla
C01,et lingua basi malignum
C01,malignum tonsilla
H90,"Et surditas, Autosomal Recessive genus IX"
H90,"Et surditas, autosomal dominant XI genus"
H90,"Et surditas, autosomal dominant XII genus"
H90,"Et surditas, autosomal dominant genus X"
H90,"Et surditas, autosomal dominant genus XIII"
H90,"Et surditas, autosomal dominant XV genus"
H90,"Et surditas, Autosomal Recessive genus VII"
H90,"Et surditas, Autosomal Recessive genus VIII"
H90,"Et surditas, autosomal dominant genus LXIV"
H90,"Et surditas, autosomal dominant genus LXVII"
H90,"Et surditas, autosomal dominant genus LXVIII"
H90,"Et surditas, autosomal dominant LXV genus"
H90,"Et surditas, autosomal dominant genus LXVI"
H90,"Et surditas, autosomal dominant LXX genus"
Q34,"Sacralis lateralis Dyskinesia: Prima, XXI typus"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XXII"
Q34,"Sacralis lateralis Dyskinesia: Prima, XIV typus"
Q82,punctatis palmoplantar Hyperkeratose
E74,"LACTEOLUS Acidemia, Thiamin Responsurum,"
H90,"Et surditas, Autosomal Recessive type III"
Q87,Cardiofaciocutaneous syndrome type I
I73,Intermittendi claudication (inordinatio)
H33,Retinoschisis non specificatarum (inordinatio)
F44,"Animi concitatione neurosis, conversionem genus"
icd,autistic pueritia impetum equitum turbatis
F84,autistic pueritia impetum equitum turbatis
C02,lingua maligna tumore (inordinatio)
C01,lingua maligna tumore (inordinatio)
A31,Mycobacterium infectio n atypical
C92,"Myeloid leukemia, morbus (inordinatio)"
H90,"Et surditas, autosomal dominant XX genus"
H90,"Et surditas, autosomal dominant XVII genus"
H90,"Et surditas, autosomal dominant XXV genus"
H90,"Et surditas, autosomal dominant XXIII genus"
H90,"Et surditas, autosomal dominant 2 A genus"
H90,"Et surditas, autosomal dominant genus 2B"
H90,"Et surditas, autosomal dominant XXVIII genus"
H90,"Et surditas, autosomal dominant XXXVI genus"
H90,"Et surditas, autosomal dominant genus 3A"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XIII"
Q34,"Sacralis lateralis Dyskinesia: Prima, XXV typus"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XVII"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XXXIII"
Q34,"Sacralis lateralis Dyskinesia: Prima, XXX typus"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XX"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XV"
Q34,"Sacralis lateralis Dyskinesia: Prima, XXIV typus"
Q34,"Sacralis lateralis Dyskinesia: Prima, XXVI typus"
I42,"Cardiomyopathy, VARIUS, 1nn; CMD1NN"
I42,"Cardiomyopathy, dilatetur, & 1GG; CMD1GG"
I42,"Cardiomyopathy, dilatetur, & 1JJ; CMD1JJ"
G11,hereditarium SPASTICUS paraplegia type II
G11,"SPASTICUS paraplegia II, X-connexionem; SPG2"
E83,Cum personis gravibus oculorum FHHNC
D47,Down syndrome et transiens leurkemia
D47,morbum caducum myeloproliferative
D72,Down syndrome et transiens leurkemia
D72,morbum caducum myeloproliferative
G20,Iuvenalibus Parkinson impetum morbus 19A
G20,"XIX PARKINSON morbis, IUVENIS-CONREPTIO"
H90,"Et surditas, VI genus Autosomal Recessive"
G90,Dopaminérgico beta defectus hydroxylase
C81,"Hodgkin scriptor morbus, duros nequeunt movere lumbos nodular"
C81,Nodular Hodgkin scriptor Lymphoma SCLEROSIS
C64,"CARCINOMA, renum tubulosae, LAEVUS"
E26,Dexamethasone hypertension sensitivo
E26,Dexamethasone hypertension-sensitive
E26,Hyperaldosteronism familiaria type I
E26,"Hyperaldosteronism, familiaris, I Typus"
G12,"Musculus ATROPHIA medulla, Jerash Type"
C63,Malignum in epididymis
G11,autosomal SPASTICUS generis XXX paraplegia
E72,Vitaminum B12 defectus lysosomal Release
E72,Phosphoserine defectus phosphate
C49,musculus maligna tumore (inordinatio)
C49,Myosarcoma (morphologic deprauationem)
Q75,Marcofecit acrofacial dysostosis syndrome
E85,"Amyloidosis, Systematia Nonneuropathic"
H35,In mane Retinoschisis hemeralopiae
E75,"Autoline Neurologic mercatorum syndrome,"
C04,area de ore malignum
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XXIX"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XXXII"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XII"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XI"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XXVIII"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XVIII"
Q34,"Sacralis lateralis Dyskinesia: Prima, XIX typus"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XXIII"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XVI"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus XXVII"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus X"
C64,Patet cellula renum cellula ADENOCARCINOMA
C64,Lupus Carcinoma Locus I Nonpapillary renalis
D84,SUPPLEMENTUM VITIUM PARS I: CFID
G12,Musculus ATROPHIA medium medulla
M47,cum ceruicis spondylosis myelopathy
D81,Generativus hematopoietic hypoplasia
E72,"aspartate vitio excessum glutamate,"
E23,Angiokeratoma Corporis et anosmia (inordinatio)
G70,Engel naturali myasthenic syndrome
C30,de naribus malignum
H35,"Kuhnt degeneratum, lunius (inordinatio)"
N70,"oophoritis Pyophlebitis anguli, (inordinatio)"
H11,De vasculis inordinatio conjunctivae
Q70,Homo 2q35 duplicatione syndrome
G24,"PLA2G6 actis, parkinsonism dystonia"
N11,"Interstitialibus NEPHRITIS, KARYOMEGALIC"
B85,Et infestationes Pediculosis phthirus
C57,ligamentum malignum
C67,vesica urinaria ex cancer trigonum
H44,perniciosiores progressus princeps myopia
H90,"Et surditas, autosomal dominant XL genus"
H90,"Et surditas, autosomal dominant genus XLI"
H90,"Et surditas, autosomal dominant genus 3B"
H90,"Et surditas, autosomal dominant XLVIII genus"
H90,"Et surditas, autosomal dominant XLIV genus"
H90,"Et surditas, autosomal dominant 4 A genus"
H90,"Et surditas, autosomal dominant genus 4B"
H90,"Et surditas, autosomal dominant LI genus"
H90,"Et surditas, autosomal dominant L genus"
H90,"Et surditas, autosomal dominant genus LVI"
K02,Dentis usque in carie dentinum
C16,Neoplasma malignum ventriculi fundum defigitur
C16,fundus vesicae maligni stomachum tumore
C16,malignum antrum sphincteris pyloricum
C73,vellum medullare rem domesticam nouerant glandulae carcinoma
G11,paternum genus VI SPASTICUS paraplegia
C32,Malignum in Subglottis
H66,Purulentis adcommodata n otitis media (inordinatio)
Q73,brachydactyly typus B et E combined
Q87,Francisci syndrome Hallermann Streiff
H18,"cornea dystrophy, endothelial Fuchs"
H18,"Fuchs, endothelial cornea dystrophy"
E71,Chrysostomus neonatales adrenoleukodystrophy
I07,ARTICULARIS morbis Valva
G12,Amyotrophic lateralis MEMORIOLA type I
Q77,Acromesomelic dwarfism Maroteux genus
C24,Vater in ampulla maligna tumore
Q78,Fragilis Osteosclerosis Generalisata
Q78,"Osteopetrosis, VI autosomal recessive"
Q78,"Osteopetrosis, autosomal recessive VII"
G23,"Neurodegeneration, Pla2g6 Associated,"
G11,autosomal SPASTICUS paraplegia genus LXXII
G11,VIII genus paternum SPASTICUS paraplegia
M31,Granulomatosis cum polyangiits; GPA
Q77,"DYGGVE, MELCHIOR, CLAUSEN morbis; FE"
H35,-Impetu primo pede gravibus dystrophy
M02,Post-reactivum infectious Arthropathia
G40,Gravi morbo comitiali in infantia myoclonic
D68,Fibrin-elementum defectibus stabilientem
G71,"Landouzy, Dejerine muscular dystrophy"
M25,Hemarthrosis cruris (inordinatio)
M25,Et brachium superius Hemarthrosis (inordinatio)
D58,Hemoglobinopathies / Ferrum metabolismus
D56,Hemoglobinopathies / Ferrum metabolismus
D57,Hemoglobinopathies / Ferrum metabolismus
B02,Herpes zoster auricularis (inordinatio)
G24,"Choreoathetosis / Spasticity, Episodic"
Q87,Osteogenesis Imperfecta: oculi species
H35,"Dystrophy macula, exemplaria type III"
E23,Illig defectum incrementum hormone-genus
G31,Lewy morbo corporis diffusum (inordinatio)
E76,defectus iduronate-II-sulphatase
E76,"MUCOPOLYSACCHARIDOSIS, II, MPS2"
H66,Laesio suppurative otitis media
H18,Cornea posterioribus membrana dystrophy
G00,Meningitis Streptococcus equisimilis
E78,V genus rem domesticam nouerant hyperlipoproteinemia
E78,Familia type V hyperlipoproteinemia
C49,Gastrointestinal Célula TUBER; SUMMA
C26,Gastrointestinal Célula TUBER; SUMMA
E20,ADIUNCTUS thyroideum morbo hypergasia
A21,Ulceroglandular tularemia (inordinatio)
J84,Post-inflammatione pulmonis fibrosis
I42,cardiomyopathy per familiam hypertrophic
D68,Ob Thrombophilia Planta II De defectu Intentionis
D68,THROMBOPHILIA DUE TO thrombin VITIUM
C44,Ulcus cutis ad neuroendocrine
H04,Nimia productionem lacrimam (inordinatio)
D76,Polyostotic Sclerosing Histiozytosis
H18,Laesio cornea hydropicus (inordinatio)
D69,acquiritur thrombocytopenia (inordinatio)
H40,syndrome oblectandi posterior aqueum
I80,Thrombophlebitis de femoralis
H11,Pigmentation Copulativarum Apud Caesarem (inordinatio)
Q93,Triticum 22Q13.3 Index deletionum Index Domini High Definition
B60,Infectio per Microsporida (inordinatio)
L21,Praesent complement V [ambigua]
D47,Angiofollicular LECOMTE
Q87,Turner scriptor sexualium phaenotypo normalis karyotype
C71,"Lupus Carcinoma plexu choroideo, LAEVUS"
C71,contextum illum malignum
Q82,"Cicero, Rothmund syndrome (inordinatio)"
E80,"Porphyria, Congenita ERYTHROPOIETIC"
Q93,Dieker syndrome-Miller lissencephaly
G11,Dentatorubral pallidoluysian ATROPHIA
G11,"DENTATORUBRAL PALLIDOLUYSIAN ATROPHIA,"
N44,Torsionis purgatarum ductus est funis (inordinatio)
K59,"Megacolon, quam Hirschsprung scriptor"
Q55,Pseudohermaphroditismus: Male Internus
D75,Et inordinatio hematologic Lymphocytic
Q93,Homo 17p11.2 deletionem syndrome
C10,Malignum in Oropharynx
G73,Myasthenic syndrome-Petrus de Eton '
G70,Myasthenic syndrome-Petrus de Eton '
G72,Musculus flexor Myopathy ad oras ambiit vacuoles
L41,Parapsoriasis non specificatarum (inordinatio)
E78,Familia hyperlipoproteinemia type III
E78,Familia hyperlipoproteinemia type III
H61,"De pinna Perichondritis chronicus, non specificatus"
B55,Cutaneous Leishmaniasis Asian deserto Iudaeae
H49,progredientem extra ophthalmoplegia
E79,"Opticus ATROPHIA letalis ataxia-surditas,"
C83,"Diffuse magna B-cell lymphoma, DLBCL"
C52,naturale eius debent maligna tumore (inordinatio)
H83,Laesio LABYRINTHITIS (inordinatio)
I42,Vocatus-effecerunt musculus corde morbus
G11,hereditarium SPASTICUS paraplegia type IV
E75,Morbo-Marcus-Van Canavan Bogaert
E78,et domesticam nouerant hyperlipoproteinemia genus
E75,Duros nequeunt movere lumbos cerebrum Pelizaeus Merzbacher
E75,Pelizaeus-cerebrum duros nequeunt movere lumbos Merzbacher
E34,Thyroideum glandulosae vel perturbationes
G47,perturbationes de somno consurgant-cedula
A81,"PANENCEPHALITIS, subacutis Sclerosing"
A81,Acutis inclusione corporis encephalitis
G80,SPASTICUS cerebri infantiles nervorum resolutiones
I77,Arteriam carotidem illaqueanti dissectione (inordinatio)
E71,Methylglutaconic aciduria III-type III
E71,"Opticus ATROPHIA III, Autosomal Recessive"
G63,Transthyretin amyloideae polyneuropathy
E85,Transthyretin amyloideae polyneuropathy
E21,per familiam prima Hyperparathyreoidismus
C16,Neoplasma malignum cardiaca gastris
C20,maligna tumore rectum (inordinatio)
E76,HEPARAN SULFATE SULFATASE VITIUM
D55,Felis silvestris defectus triosephosphate
E31,2 A neoplasia generis multa endocrinarum
D44,2 A neoplasia generis multa endocrinarum
E31,glandularum endocrinarum generis multa neoplasia 2B
D44,glandularum endocrinarum generis multa neoplasia 2B
E11,"diabete impetu est puer aetate,"
G25,extrapyramidales et motus inordinatio
G20,extrapyramidales et motus inordinatio
N97,feminam infecunditate originem tubae
P22,Infans respiratorii angustia syndrome
C56,Neoplasma malignum ovarii germine cohaerente cellulam
C72,malignum acoustic nerve
H35,cystoid pede macular degeneratum
Q92,Homo 5p13 duplicatione syndrome
H18,cornea naturali Célula dystrophy
C25,pancreaticum serosum vehentem cystadenocarcinoma
Q93,Homo 3q13.31 deletionem syndrome
Q93,Homo 8q21.11 deletionem syndrome
N04,arx glomerulosclerosis I pulmonalis
N04,arx glomerulosclerosis II pulmonalis
N04,arx glomerulosclerosis V pulmonalis
N04,arx glomerulosclerosis VI pulmonalis
N04,arx glomerulosclerosis VII pulmonalis
N04,arx glomerulosclerosis VIII pulmonalis
N04,arx glomerulosclerosis IX pulmonalis
C62,Neoplasma malignum medullae spinalis-sexus testium Célula
Q75,acrofacial dysostosis Rodriguez genus
Q93,Homo 15q11.2 deletionem syndrome
G60,"Charcot dens Mariae, 2B1 morbo genus"
G60,"Charcot dens Mariae, morbo genus 2A1"
G60,"Charcot dens Mariae, morbo genus 2A2"
D68,II plasmin Matrix-alfa-defectus
E20,Albright hereditarium osteodystrophy
G60,"Charcot dens Mariae, 2B2 morbo genus"
H34,arteria transiens pede LAQUEUS
G71,III defectus universa mitochondrial
G60,"Charcot dens Mariae, 4B2 morbo genus"
G60,"Charcot dens Mariae, 4B1 morbo genus"
G60,"Charcot dens Mariae, 4B3 morbo genus"
G12,amyotrophic lateralibus lumbos type II
E71,rhizomelic Condrodisplasia punctata
P70,neonatales transit in diabete Mellitus
E77,congenita inordinationem ex glycosylation
G20,Iuvenalibus Parkinson impetum morbus 19A
G90,dopamine hydroxylase beta-defectus
P70,neonatales permanens diabetes Mellitus
G71,mitochondrial DNA deperditionem syndrome
G12,musculus ATROPHIA medium medulla
C73,vellum medullare rem domesticam nouerant glandulae carcinoma
C67,parietis anterioris vesica cancro
G12,amyotrophic lateralibus lumbos type IV
G12,amyotrophic lateralibus lumbos type I
E83,per familiam hypocalciuric hypercalcemia
H35,secundarium vitreoretinal degeneratum
G11,"dentatorubral pallidoluysian atrophia,"
L23,interdum allergic DERMATITIS contactus
Q87,Trapezoidocephaly synostosis syndrome
F31,disturbo affettivo bipolare maniacale
E35,Meningococcal hemorrhagic adrenalitis
A39,Meningococcal hemorrhagic adrenalitis
Q87,Moerman Van den Berghe Fryns syndrome
H18,Posterior Amorphous Corneal Dystrophy
G11,"cerebellar ataxia, autosomal dominant"
Q78,"Osteogenesis imperfecta, type VI; OI6"
Q87,"Robinow syndrome, autosomal recessive"
C49,DERMATOFIBROSARCOMA protuberans; DFSP
G31,Progressive sclerosing poliodystrophy
H35,"BESTROPHINOPATHY, autosomal recessive"
G60,heterozygous microdeletion 17p11.2p12
M61,fibrodysplasia ossificans progressiva
Q87,trichorhinophalangeal syndrome type I
I70,Arteriosclerotic n morbus vascularis insigniverint
E80,Triticum durum defectus Protoporphyrinogen
B67,echinococcus multilocularis
M06,"Vel POLYARTHRITIS arthritis, ARTICULARIS"
K73,"acutis vel subacutis, necrosi correptos n iecur"
E77,lysosomal mannosidase beta-defectus
G45,Transiens ischemic impetus (inordinatio)
D55,Felis silvestris defectus-phosphas Triose
B37,Aspergillus <Debaryomycetaceae> infectio
Q87,"trapezoidocephaly synostosis syndrome,"
K90,Post-infective Planta Ileitis
C16,malignum ventriculi corpus
E31,"Multa neoplasia glandularum endocrinarum, Type II"
E31,Thyroideum Lupus Carcinoma familiaris medullae spinalis
A02,Corynebacterium gastroenteritis (inordinatio)
